('ipiphone 6s có thể chiến được game pubg mobile mượt khong', {'entities': [(37, 48, 'GAME')]})
('san pham co samsung pay khong?', {'entities': [(9, 23, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('e này có chống nước k ad?', {'entities': [(6, 19, 'IS_WATER_PROTECTED')]})
('mình ở bình dương mua samsung a9 bên cellphones nơi nào là gần nhất vậy qtv, iphone xin cảm ơn ạ.', {'entities': [(7, 17, 'LOCATION'), (22, 32, 'PHONE')]})
('cho mình iphone xin thông tin quà tặng bên mình ạ', {'entities': [(20, 38, 'SALE_OFF_GIFF')]})
('hàng này mới 100% àh shop , shop có máy chip snap drangon không', {'entities': [(9, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('trả góp 0% qua home là trả trước và mỗi tháng trả bao nhiêu ạ? cửa hàng ở thái hà còn máy ko ạ?', {'entities': [(74, 81, 'LOCATION')]})
('trả trước bao nhiêu % ạ', {'entities': [(0, 19, 'IS_NEEDED')]})
('bạn ơi, samsung samsung samsung s9 plus mua trả góp qua thẻ tín dụng ntn vậy?', {'entities': [(44, 68, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('bạn ơi, hiện tại ở hn còn ko bạn?', {'entities': [(19, 21, 'LOCATION')]})
('samsung samsung samsung s9 plus có trả góp ưu đãi gì bạn nhỉ?', {'entities': [(35, 52, 'IS_SALE_OFF_INSTALLMENT'), (0, 31, 'PHONE')]})
('nếu mình ko lấy phiếu mua hàng thì có giảm giá ko vậy shop?', {'entities': [(9, 46, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('samsung samsung samsung s9 plus có chống nước chống bụi ko?', {'entities': [(35, 45, 'IS_WATER_PROTECTED'), (0, 31, 'PHONE')]})
('mình muốn mua máy màu vàng nhưng ở q6 thì shop nào gần nhất và shop có dán màn hình miễn phí không ạ ?', {'entities': [(22, 26, 'COLOR'), (35, 37, 'LOCATION')]})
('e trả trc 50% thì có dc lãi suất 0% k ạ', {'entities': [(2, 13, 'IS_NEEDED')]})
('ý mình là ss samsung samsung s9 plus màu hoàng kim', {'entities': [(13, 36, 'PHONE'), (41, 50, 'COLOR')]})
('cho hỏi có đc hưởng giá ưu đãi của hom nay kg. mình ở hn. hay là tặng pmh 4tr600. mình thay giá hom nay đang tốt.', {'entities': [(20, 30, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho hỏi ss samsung samsung s9 plus hoàng kim có ct trả góp 0% qua home credit kg?', {'entities': [(48, 77, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT'), (11, 34, 'PHONE'), (35, 44, 'COLOR')]})
('cho minh hoi gop 12 thang co dc ko vay', {'entities': [(13, 25, 'IS_NEEDED')]})
('có hàng màu hoàng kim chưa shop', {'entities': [(12, 21, 'COLOR')]})
('màu này k có trả góp 0% với home credit ah ad', {'entities': [(13, 39, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('còn áp dụng chương trình 20tr tại hcm ko shop?', {'entities': [(0, 24, 'IS_SALE_OFF_NOW'), (34, 37, 'LOCATION')]})
('mua samsung note 9 512gb bằng giá 128gb - chỉ còn 20.390.000 hcm con hang k vay', {'entities': [(4, 18, 'PHONE'), (19, 22, 'ROM'), (34, 37, 'ROM')]})
('chương trình nâng cấp bản 512gb còn hàng ở hcm ko ad ?', {'entities': [(26, 29, 'ROM'), (43, 46, 'LOCATION')]})
('hôm nay ngày 26/11 còn áp dụng chương trình khuyến mãi này k shop', {'entities': [(19, 54, 'IS_SALE_OFF_NOW')]})
('mua trả góp 0% ở iphone xa làm hồ sơ được ko shop,mình ở ninh thuận', {'entities': [(0, 14, 'IS_NEEDED'), (57, 67, 'LOCATION')]})
('ở quảng bình còn samsung note 9 512gb giá 20.390 k ad', {'entities': [(17, 31, 'PHONE'), (32, 35, 'ROM'), (2, 12, 'LOCATION')]})
('chào bạn. mình mua samsung note 9 128gb ở cellphones. giờ muốn nâng cấp bản 512gb thì phải phụ thêm bao nhiêu tiền?', {'entities': [(19, 33, 'PHONE'), (34, 37, 'ROM'), (76, 79, 'ROM')]})
('e dùng con siphone iphone 8 plus. nó vỡ màn hình. bây giờ muốn đổi máy samsung s7 cần bao nhiêu tiền ạ?', {'entities': [(11, 32, 'PHONE'), (71, 81, 'PHONE')]})
('pin ko trâu như mình nghĩ', {'entities': [(0, 11, 'HOW_LONG_PIN')]})
('máy sao mà giảm giá sâu vậy?', {'entities': [(4, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('tư vấn giùm mình trả góp 0% cần trả trước bao nhiêu và của công ty tài chính nào vậy?', {'entities': [(17, 27, 'IS_NEEDED')]})
('e ở hcm. không biết samsung note 9 512gb suất 20,9tr còn không ạ', {'entities': [(20, 34, 'PHONE'), (35, 38, 'ROM'), (46, 52, 'MONEY'), (4, 7, 'LOCATION')]})
('làm thế nào để mua được ở hà nội samsung note 9 hot sale 20.990 k', {'entities': [(26, 32, 'LOCATION'), (33, 47, 'PHONE'), (57, 63, 'MONEY')]})
('samsung note 9 512gb o hcm con mau dong ko shop. gia tra gop ntn a', {'entities': [(23, 26, 'LOCATION'), (0, 14, 'PHONE'), (15, 18, 'ROM'), (35, 39, 'COLOR')]})
('chào ad.. cho m hỏi.. giá samsung note 9 512gb 20.990.000d là còn khuyến mãi, tặng kèm gì không ạ.. m mua online ntn ạ..', {'entities': [(26, 40, 'PHONE'), (41, 44, 'ROM'), (47, 58, 'MONEY'), (78, 95, 'SALE_OFF_GIFF')]})
('samsung note 9 chính hãng 512gb ram 8gb có màu đồng không ạ', {'entities': [(0, 14, 'PHONE'), (26, 29, 'ROM'), (36, 37, 'RAM'), (47, 51, 'COLOR')]})
('cho mình hỏi shop còn samsung note 9 512 gb màu đen ko ??', {'entities': [(22, 36, 'PHONE'), (37, 40, 'ROM'), (48, 51, 'COLOR')]})
('cho mình hỏi là hết quà tặng rồi ạ', {'entities': [(16, 34, 'IS_SALE_OFF_NOW')]})
('quà có được hoàn trả hoặc đổi không ?', {'entities': [(12, 20, 'CAN_SELL_BACK'), (26, 29, 'CAN_SELL_BACK')]})
('có đc trừ thẳng quà không ??', {'entities': [(6, 19, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho mình hỏi đây là máy lock hay máy gì 512gb mà 32tr vậy..', {'entities': [(20, 39, 'WHAT_FROM_TYPE'), (40, 43, 'ROM')]})
('cho em hỏi bên mình có chính sách trả góp 0% trong kỳ hạn 3 tháng không ạ?', {'entities': [(34, 44, 'IS_NEEDED')]})
('iphone iphone xs maiphone x bản 512 gb ở hcm hết hàng...nhưng ở hà nội thì còn hàng..cua hang minh co thể giao vào hcm bán cho khách k..và khoang bao lâu hàng về hcm ?', {'entities': [(0, 27, 'PHONE'), (41, 44, 'LOCATION'), (64, 70, 'LOCATION'), (32, 35, 'ROM')]})
('sao con này rẽ vạy ad 500gb mà co 35tr là sao ạ', {'entities': [(22, 25, 'ROM'), (34, 38, 'MONEY')]})
('phiếu mua hàng 500k có được trừ thẳng vào sản phẩm không?', {'entities': [(28, 50, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho hỏi là có mã giảm cho khách hàng mới khi nhận thông báo qua email 10%, thì lúc mua hàng được áp dụng chung với cả galaiphone xy gift và phiếu mua hàng 500k luôn phải ko shop?', {'entities': [(83, 110, 'SALE_OFF_GIFF')]})
('mình đang ở số 2 trần phú - hà đông - hà nội . mình muốn mua samsung j6 plus . cho hỏi có của hàng nào gần mình không bạn . và phiếu mua hàng còn dc áp dụng không bạn', {'entities': [(61, 76, 'PHONE'), (17, 25, 'LOCATION'), (28, 35, 'LOCATION'), (38, 44, 'LOCATION')]})
('em muốn mua samsung j6 plus thì h khuyến mãi đc j ko', {'entities': [(12, 27, 'PHONE'), (32, 49, 'IS_SALE_OFF_NOW')]})
('samsung j6 plus có kháng nước ko ạ', {'entities': [(19, 29, 'IS_WATER_PROTECTED'), (0, 15, 'PHONE')]})
('em ms mua samsung j6 plus mà sao mau hết pin quá ạ', {'entities': [(33, 44, 'HOW_LONG_PIN'), (10, 25, 'PHONE')]})
('về samsung j6 plus mình mới mua đc 2 ngày mà s thấy nó mau tuột pin nhanh dù đã tắt hết chạy ngầm.h thêm tự độbg tắt nguồn là s v ad???', {'entities': [(55, 67, 'HOW_LONG_PIN'), (3, 18, 'PHONE')]})
('với samsung thi ben minh co bao nhieu loai op lung, rieng samsung j6 plus thoi  ?', {'entities': [(58, 73, 'PHONE'), (38, 50, 'WHAT_PHONE_CASE')]})
('hiện bên mình có còn hỗ trợ trả góp lãi suất 0% sản phẩm samsung j6 plus không ạ? và nếu mua trả góp thì có được tặng pmh 500k hay không? mình cũng có mã giảm tối đa 100k của cellphones thì có áp dụng cho trả góp không ạ!', {'entities': [(57, 72, 'PHONE'), (21, 35, 'IS_NEEDED')]})
('trả góp 0% sao vậy ads?', {'entities': [(0, 10, 'IS_NEEDED')]})
('cho mình hỏi thủ tục đổi máy cũ lấy máy mới như thế nào ạ??', {'entities': [(13, 31, 'PROCEDURE')]})
('phiếu mua hàng có được trừ vào sản phẩm k b', {'entities': [(18, 39, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('shop cho mình hỏi samsung j7 pro và samsung j6 plus máy nào chơi game ổn hơn và đỡ giật lag hơn ạ??', {'entities': [(18, 32, 'PHONE'), (60, 72, 'IS_FINE_WHILE_PLAYING')]})
('cho mình hỏi shop có máy samsung j6 plus 64gb ram k ạ và giá là bn ạ?', {'entities': [(25, 40, 'PHONE'), (41, 43, 'ROM')]})
('cellphones có chi nhánh nào tại hà đông k ạ??', {'entities': [(32, 39, 'LOCATION')]})
('mình mua máy ở cellphones giờ muốn bán lại để mua samsung j6 plus có được k và thủ tục ntn ạ??', {'entities': [(50, 65, 'PHONE'), (79, 90, 'PROCEDURE')]})
('mình còn đc giảm pmh 500k khi mua samsung j6 plus nữa không ? mình ở q.7', {'entities': [(5, 16, 'IS_SALE_OFF_NOW'), (34, 49, 'PHONE')]})
('còn tặng pmh 500k nữa không ạ ?', {'entities': [(0, 8, 'IS_SALE_OFF_NOW')]})
('khi mình mua samsung j6 plus ý. đc km pmh 540k thì có trừ thằg vào tiền mua samsung j6 plus k ạ', {'entities': [(51, 75, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (13, 28, 'PHONE')]})
('samsung j6 plus này mua trả góp thì có đc km pmh 540k không ạ? hàng này ở hà nội còn không ạ', {'entities': [(20, 31, 'IS_SALE_OFF_INSTALLMENT'), (0, 15, 'PHONE')]})
('samsung j6 plus mau đỏ bao jo có hàng shop ?', {'entities': [(0, 15, 'PHONE'), (20, 22, 'COLOR')]})
('kg co mau hong ha shop ?', {'entities': [(10, 14, 'COLOR')]})
('cho em hỏi samsung galaiphone xy samsung j6 plus giá 4.690.000 sau khi trừ  phiếu mua hàng là còn 4.190.000 phải không ạ ?', {'entities': [(63, 74, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (11, 48, 'PHONE')]})
('em ở bình dương cầm mua samsung j6 plus', {'entities': [(5, 15, 'LOCATION'), (24, 39, 'PHONE')]})
('máy huawei huawei nova 3ee mjk mua đc từ tháng 7 rồi h muốn mua huawei y9 cần bù thêm bao nhiu ạ', {'entities': [(4, 26, 'PHONE'), (64, 73, 'PHONE'), (78, 94, 'EXTRA_MONEY')]})
('shop có thanh toán qua thẻ tín dụng hsbc dc ko ak', {'entities': [(8, 35, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT'), (36, 40, 'BANK')]})
('shop có cửa hàng nào gần chùa láng nhất k v?', {'entities': [(25, 34, 'LOCATION')]})
('khi nào về màu đỏ vậy ạ', {'entities': [(15, 17, 'COLOR')]})
('samsung j6 plus sài chip snap 430 hay 425 z ad', {'entities': [(16, 43, 'WHAT_CHIP'), (0, 15, 'PHONE')]})
('samsung j6 plus bên mình có màu đỏ chưa shop', {'entities': [(0, 15, 'PHONE'), (32, 34, 'COLOR')]})
('mình không lấy pmh 500.000₫ thì khi mua máy chỉ phải trả 4.190.000₫ phải không ad? và mình ở tân mỹ- mỹ đình thì ra cửa hàng nào gần nhất vậy ad? cảm ơn!', {'entities': [(44, 56, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (93, 99, 'LOCATION'), (101, 108, 'LOCATION')]})
('samsung galaiphone xy samsung j6 plus có giá là 4.190.000 phải ko a, vạy nếu cộng pmh 500k vào thì giá của  sansung galaiphone xy samsung j6 plus sẻ  có giá là bao nhiêu vạy a', {'entities': [(77, 90, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (0, 37, 'PHONE')]})
('thế giờ e mua samsung j6 plus ko lấy phiếu mua hàng thì e phải trả bn tiền ạ', {'entities': [(14, 29, 'PHONE'), (58, 69, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('samsung j6 plus còn mầu khác k bạn', {'entities': [(16, 28, 'WHAT_ELSE_COLOR'), (0, 15, 'PHONE')]})
('phiếu mua hàng này chỉ có áp dụng  với mua online ko a?', {'entities': [(19, 49, 'IS_SALE_OFF_NOW')]})
('mình muốn đổi máy cũ với máy này có bù trừ gì thêm không? có thì gồm những gì v ad?', {'entities': [(36, 50, 'EXTRA_MONEY')]})
('cho em hỏi máy này có bộ nhớ chính iphone xác là 3g/32g hay 4g/64g vậy', {'entities': [(22, 45, 'WHAT_ROM'), (52, 54, 'ROM'), (63, 65, 'ROM')]})
('mua tra gop can nhung j vay', {'entities': [(4, 15, 'IS_NEEDED')]})
('hàng này 2 sim vật lý và là hàng mới đúng không shop? mình muốn mua máy màu trắng bên shop có hàng không?', {'entities': [(9, 14, 'HOW_NUMBER_SIM')]})
('quá kì vậy samsung note 9 mới còn có 21 tr bản 512 g thoi', {'entities': [(11, 25, 'PHONE'), (47, 50, 'ROM')]})
('sao báo kêu samsung note 9 512 g giảm còn 21tr mà hãng bán giá cũ vậy', {'entities': [(12, 26, 'PHONE'), (27, 30, 'ROM')]})
('cái nay 2 sim nano hả cellphone?', {'entities': [(10, 18, 'WHAT_SIM')]})
('nếu ko lấy quà thì có được giảm giá không, khi mua trả góp thì dựa trên giá gốc hay giá giảm vậy', {'entities': [(22, 41, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('shop cho hỏi k lấy quà trừ được bn tiền vậy', {'entities': [(13, 22, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('nó là màn oled mà s trên đây ghi amoled vậy ??', {'entities': [(6, 14, 'IS_OVER_FLOW_SCREEN')]})
('mình ở gần khu thái hà. bên bạn có thể chuyển máy từ hồ tùng mậu về thái hà có dc ko', {'entities': [(15, 22, 'LOCATION')]})
('e mới mua huawei huawei nova 3i đc 7 ngày h muốn đổi lên 20 pro đk ko ạ cần tư vấn', {'entities': [(44, 56, 'PROCEDURE'), (10, 31, 'PHONE')]})
('mình có mua 1máy huawei p20 pro được 3 tháng, có mua thêm gói bảo hành vip 1tr7 . giờ máy mình bị rơi, trầy iphone xướt phần viền. có bảo hành lại cho mình ko', {'entities': [(95, 101, 'IS_BROKEN_GLASS')]})
('ko lấy quà giá bao nhiêu, mình ở sài gòn', {'entities': [(0, 10, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ở hn còn máy không ?', {'entities': [(2, 4, 'LOCATION')]})
('nếu không lấy loa + sim thì trừ bao nhiêu tiền ?', {'entities': [(4, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('không lấy loa trừ tiền và đổi nokia 7 plus còn bh từ cellphone được không?', {'entities': [(0, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ko lấy loa có được - tiền ko', {'entities': [(0, 10, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('huawei huawei p20 pro pro còn hàng ko b', {'entities': [(0, 25, 'PHONE')]})
('hết hàng huawei huawei p20 pro rồi à shop', {'entities': [(9, 30, 'PHONE')]})
('huawei p20 pro có trống nước ko anh', {'entities': [(15, 28, 'IS_WATER_PROTECTED'), (0, 14, 'PHONE')]})
('giá của em này bao nhiêu ạ', {'entities': [(8, 14, 'OTHER')]})
('huawei huawei p20 pro pro ko lấy quà giá sào v b, mình ở hcm', {'entities': [(26, 40, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (0, 25, 'PHONE')]})
('điện thoại này không lấy quà hôm nay giá còn bao nhiêu vậy ?', {'entities': [(15, 28, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('điện thoại còn hàng ở tp hồ chí minh không ạ', {'entities': [(25, 36, 'LOCATION')]})
('nay trả góp s v a/c', {'entities': [(4, 15, 'IS_NEEDED')]})
('đt này giá bao nhiu ạ', {'entities': [(7, 19, 'OTHER')]})
('đt này khu vực tphcm còn màu đen ko shop', {'entities': [(15, 20, 'LOCATION'), (29, 32, 'COLOR')]})
('hà nội còn không bạn nhỉ?', {'entities': [(0, 6, 'LOCATION')]})
('cho em iphone xin giá trừ quà', {'entities': [(22, 29, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('lúc trước thấy con này được bảo hành rơi vỡ màn hình 3 tháng, bảo hành tận nhà luôn, giờ còn được áp dụng không shop ơi', {'entities': [(37, 52, 'IS_BROKEN_GLASS')]})
('cho mình iphone xin giá đã trừ quà,', {'entities': [(27, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho anh iphone xin giá sau trừ quà nha !', {'entities': [(27, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua trả góp thì như thế nào! và trừ quà đi có trừ vào giá máy không ạ! có gì liên hệ cho em biết với ạ', {'entities': [(8, 19, 'IS_NEEDED')]})
('giá trừ quà còn bao nhiêu shop', {'entities': [(0, 11, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho mình hỏi trừ quà sp còn bao nhiêu vậy shop', {'entities': [(13, 20, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà giá sản phẩm còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('giá sau khi trừ hết quà bao nhiêu ạ', {'entities': [(12, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('phương  tư vấn mình giá sau khi trừ hết quà nhé', {'entities': [(32, 43, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà còn bao nhiêu tiền shop ơi?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ben go vap con hang ko zenfon maiphone x pro ma mau bac', {'entities': [(4, 10, 'LOCATION'), (23, 44, 'PHONE'), (52, 55, 'COLOR')]})
('giá sản phẩm?', {'entities': [(0, 12, 'OTHER')]})
('phiếu mua hàng có được trừ vào giá sản phẩm luôn không ạ?', {'entities': [(23, 43, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua mà chả thấy giá', {'entities': [(8, 27, 'OTHER')]})
('vay o bình dương có chi nhánh k ad', {'entities': [(6, 17, 'LOCATION')]})
('và shop có cho trả tiền bằng thẻ ngân hàng không ạ?', {'entities': [(15, 32, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('còn hàng full boiphone x nguyên seal ko shop', {'entities': [(9, 36, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('ở đồng tháp có bán không ạ', {'entities': [(2, 11, 'LOCATION')]})
('chơi game đc ko', {'entities': [(0, 12, 'IS_FINE_WHILE_PLAYING')]})
('hàng này là hàng mới nguyên siêu à', {'entities': [(12, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('iphone xin chào! em ở tphcm có thì có thể mua dòng điện thoại này ở chi nhánh nào ạ?', {'entities': [(22, 27, 'LOCATION')]})
('chào ad. em muốn mua trả góp qua hình thức trả góp qua thẻ tín dụng của ngân hàng maritime bank thì cần phải làm những thủ tục và giấy tờ gì. và khi lấy máy phải trả trước bao nhiêu tiền ạ. tks ad.', {'entities': [(43, 67, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('e ở bình thuận mua trả góp 30% có chuyển máy đến ko ạ', {'entities': [(22, 35, 'IS_NEEDED'), (5, 17, 'LOCATION')]})
('nếu mua trả góp thì mình đưa trước bao nhiêu phần trăm vậy ac', {'entities': [(4, 15, 'IS_NEEDED')]})
('ở vũng tàu có chi nhánh k ạ', {'entities': [(2, 10, 'LOCATION')]})
('con này có ở bắc ninh ko ạ', {'entities': [(13, 21, 'LOCATION')]})
('máy còn hàng ở của hàng ở bình dương ko.', {'entities': [(26, 36, 'LOCATION')]})
('con này chơi free fire mượt được ko anh', {'entities': [(13, 22, 'GAME')]})
('cho mình hỏi maiphone x pro m1 4g có bán ở cái bè.tiền giang k ạ', {'entities': [(13, 30, 'PHONE'), (31, 32, 'RAM'), (50, 60, 'LOCATION')]})
('còn hàng k ad...minh ở càu diễn...shop có địa chỉ nao gàn khu vuc đó k', {'entities': [(23, 31, 'LOCATION')]})
('co kiêu tra góp trước 0% hay 10%', {'entities': [(8, 21, 'IS_NEEDED')]})
('ad cho hỏi. có hỗ trợ trả góp trả trước 0% ko ạ. thủ tục cần cmnd+ bằng lái gốc và có cần số đt  hay gì khác ko ạ', {'entities': [(22, 39, 'IS_NEEDED')]})
('bên mình có máy chưa kích họat không ạ?', {'entities': [(16, 30, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('giá bao nhiêu ạ', {'entities': [(4, 13, 'OTHER')]})
('bao giờ nhập tiếp màu đen ạ?', {'entities': [(22, 25, 'COLOR')]})
('hết màu đen rồi ạ?', {'entities': [(8, 11, 'COLOR')]})
('sản phẩm này còn hàng ở chi nhánh nào ở tphcm ạ?', {'entities': [(40, 45, 'LOCATION')]})
('sản phẩm này còn hàng k ạ ?', {'entities': [(13, 21, 'OTHER')]})
('năm 2019 em mua năm 2019 em mua được không ? hàng lúc đó có giảm giá không ạ ? em mong lúc đấy ở hà nội còn hàng ạ /__\\', {'entities': [(0, 15, 'WHEN_END_SALE_OFF')]})
('máy sẵn tiếng việt chưa shop, mình ở cao bằng shop có ship ko? và phí ship là bnh ạ?', {'entities': [(8, 18, 'IS_VIETNAMESE_INSTALLED')]})
('có chạy tiếng việt không ạ', {'entities': [(8, 18, 'IS_VIETNAMESE_INSTALLED')]})
('còn ap ở hn ko shop, cả cũ,mới', {'entities': [(9, 11, 'LOCATION')]})
('mình ở đông anh hà nội, phiền shop iphone xem hộ mình còn hàng k?', {'entities': [(7, 15, 'LOCATION')]})
('bạn oi ở khương đình hà nội có mầu iphone xanh không?', {'entities': [(9, 20, 'LOCATION'), (35, 46, 'COLOR')]})
('hết hàng rồi hả shop ?', {'entities': [(0, 12, 'OTHER')]})
('ko có bản 64 gb ạ', {'entities': [(12, 14, 'ROM')]})
('hàng này còn ko', {'entities': [(9, 15, 'OTHER')]})
('cho e hỏi là mua tại shop có ưu đãi gì k nhỉ?', {'entities': [(29, 40, 'SALE_OFF_GIFF')]})
('shop ơi hỏi tý, có màu đen không ạ ? mình ở hà nội', {'entities': [(44, 50, 'LOCATION'), (23, 26, 'COLOR')]})
('cho e hoi hang nay la iphone xuất iphone xứ từ đâu', {'entities': [(22, 43, 'OTHER')]})
('có tiếng việt k', {'entities': [(0, 13, 'IS_VIETNAMESE_INSTALLED')]})
('còn màu đen không ạ', {'entities': [(8, 11, 'COLOR')]})
('hiện tại máy này thường có ở những cửa hàng nào vậy', {'entities': [(17, 28, 'OTHER')]})
('cho em iphone xin giá trừ quà', {'entities': [(22, 29, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('lúc trước thấy con này được bảo hành rơi vỡ màn hình 3 tháng, bảo hành tận nhà luôn, giờ còn được áp dụng không shop ơi', {'entities': [(37, 52, 'IS_BROKEN_GLASS')]})
('cho mình iphone xin giá đã trừ quà,', {'entities': [(24, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho anh iphone xin giá sau trừ quà nha!', {'entities': [(23, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho e iphone xin gia sau khi tru qua.', {'entities': [(21, 36, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua trả góp thì như thế nào! và trừ quà đi có trừ vào giá máy không ạ! có gì liên hệ cho em biết với ạ', {'entities': [(8, 19, 'IS_NEEDED')]})
('giá trừ quà còn bao nhiêu shop', {'entities': [(0, 11, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho mình hỏi trừ quà sp còn bao nhiêu vậy shop', {'entities': [(13, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà giá sản phẩm còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('giá sau khi trừ hết quà bao nhiêu ạ', {'entities': [(4, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('phương  tư vấn mình giá sau khi trừ hết quà nhé', {'entities': [(32, 43, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trừ quà còn bao nhiêu tiền shop ơi?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho dia chi cu the mai minh qua mua', {'entities': [(28, 35, 'OTHER')]})
('ben go vap con hang ko zenfon maiphone x pro ma mau bac', {'entities': [(4, 10, 'LOCATION'), (23, 44, 'PHONE'), (52, 55, 'COLOR')]})
('giá sản phẩm?', {'entities': [(0, 12, 'OTHER')]})
('phiếu mua hàng có được trừ vào giá sản phẩm luôn không ạ?', {'entities': [(23, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua mà chả thấy giá', {'entities': [(3, 11, 'OTHER')]})
('chưa có hàng về ha ad', {'entities': [(0, 12, 'OTHER')]})
('và shop có cho trả tiền bằng thẻ ngân hàng không ạ?', {'entities': [(24, 42, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('còn hàng full boiphone x nguyên seal ko shop', {'entities': [(9, 36, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('ở đồng tháp có bán không ạ', {'entities': [(2, 11, 'LOCATION')]})
('chơi game đc ko', {'entities': [(5, 15, 'IS_FINE_WHILE_PLAYING')]})
('hàng này là hàng mới nguyên siêu à', {'entities': [(12, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('iphone xin chào! em ở tphcm có thì có thể mua dòng điện thoại này ở chi nhánh nào ạ?', {'entities': [(22, 27, 'LOCATION')]})
('chào ad. em muốn mua trả góp qua hình thức trả góp qua thẻ tín dụng của ngân hàng maritime bank thì cần phải làm những thủ tục và giấy tờ gì. và khi lấy máy phải trả trước bao nhiêu tiền ạ. tks ad.', {'entities': [(17, 28, 'IS_NEEDED')]})
('nếu mua trả góp thì mình đưa trước bao nhiêu phần trăm vậy ac', {'entities': [(4, 15, 'IS_NEEDED')]})
('ở vũng tàu có chi nhánh k ạ', {'entities': [(2, 10, 'LOCATION')]})
('e ở sóc sơn bh mua khi nào hàng đến', {'entities': [(4, 11, 'LOCATION')]})
('con này có ở bắc ninh ko ạ', {'entities': [(13, 21, 'LOCATION')]})
('máy còn hàng ở của hàng ở bình hưng ko.', {'entities': [(26, 35, 'LOCATION')]})
('cho mình hỏi maiphone x pro m1 4g có bán ở cái bè.tiền giang k ạ', {'entities': [(13, 30, 'PHONE'), (31, 32, 'RAM'), (50, 60, 'LOCATION')]})
('co kiêu tra góp trước 0% hay 10%', {'entities': [(12, 21, 'IS_NEEDED')]})
